SampleNo,SampleCollectionDate,LandArea,Irrigation,Longitude,Latitude,pH,EC,Organic Carbon (OC),Available Nitrogen (N),Available Phosphorus (P),Available Potassium (K),Available Sulphur (S),Available Zinc (Zn),Available Boron (B),Available Iron (Fe),Available Manganese (Mn),Available Copper (Cu)
PB/2017-18/102048679/1,07-06-2017,3.00  Acre,Irrigated(Tube well),31.665587,74.580974,8.30 : Moderately alkaline,0.20 dS/m: Normal,0.38 %: Low,-- kg/ha: ,12.23 kg/ha: Low,250.79 kg/ha: Medium,67.11 ppm: Sufficient,2.19 ppm: Sufficient,-- ppm: ,10.56 ppm: Sufficient,3.11 ppm: Sufficient,4.94 ppm: Sufficient
PB/2017-18/102085767/2,07-06-2017,3.00  Acre,Irrigated(Tube well),31.668501,74.580882,8.41 : Moderately alkaline,0.46 dS/m: Normal,0.30 %: Low,-- kg/ha: ,13.05 kg/ha: Low,223.32 kg/ha: Medium,71.13 ppm: Sufficient,2.13 ppm: Sufficient,-- ppm: ,11.42 ppm: Sufficient,3.30 ppm: Sufficient,4.90 ppm: Sufficient
PB/2017-18/102085767/1,07-06-2017,2.00  Acre,Irrigated(Tube well),31.668501,74.580882,8.41 : Moderately alkaline,0.46 dS/m: Normal,0.30 %: Low,-- kg/ha: ,13.05 kg/ha: Low,223.32 kg/ha: Medium,71.13 ppm: Sufficient,2.13 ppm: Sufficient,-- ppm: ,11.42 ppm: Sufficient,3.30 ppm: Sufficient,4.90 ppm: Sufficient
PB/2017-18/102085915/2,07-06-2017,,Irrigated(Tube well),31.668164,74.579488,8.36 : Moderately alkaline,0.21 dS/m: Normal,0.39 %: Low,-- kg/ha: ,9.90 kg/ha: Very Low,182.33 kg/ha: Medium,46.55 ppm: Sufficient,1.60 ppm: Sufficient,-- ppm: ,11.48 ppm: Sufficient,1.66 ppm: Deficient,3.01 ppm: Sufficient
PB/2017-18/102085915/3,07-06-2017,,Irrigated(Tube well),31.668164,74.579488,8.36 : Moderately alkaline,0.21 dS/m: Normal,0.39 %: Low,-- kg/ha: ,9.90 kg/ha: Very Low,182.33 kg/ha: Medium,46.55 ppm: Sufficient,1.60 ppm: Sufficient,-- ppm: ,11.48 ppm: Sufficient,1.66 ppm: Deficient,3.01 ppm: Sufficient
PB/2017-18/102085915/1,07-06-2017,2.00  Acre,Irrigated(Tube well),31.668164,74.579488,8.36 : Moderately alkaline,0.21 dS/m: Normal,0.39 %: Low,-- kg/ha: ,9.90 kg/ha: Very Low,182.33 kg/ha: Medium,46.55 ppm: Sufficient,1.60 ppm: Sufficient,-- ppm: ,11.48 ppm: Sufficient,1.66 ppm: Deficient,3.01 ppm: Sufficient
PB/2017-18/102086200/1,07-06-2017,3.00  Acre,Irrigated(Tube well),31.670258,74.579561,8.71 : Strongly Alkaline,0.11 dS/m: Normal,0.31 %: Low,-- kg/ha: ,8.79 kg/ha: Very Low,199.16 kg/ha: Medium,41.34 ppm: Sufficient,1.66 ppm: Sufficient,-- ppm: ,8.50 ppm: Sufficient,2.01 ppm: ,2.16 ppm: Sufficient
PB/2017-18/102087979/1,07-06-2017,5.00  Acre,Irrigated(Tube well),31.672338,74.579561,8.34 : Moderately alkaline,0.11 dS/m: Normal,0.38 %: Low,-- kg/ha: ,5.09 kg/ha: Very Low,144.00 kg/ha: Low,43.98 ppm: Sufficient,0.96 ppm: Sufficient,-- ppm: ,9.49 ppm: Sufficient,0.55 ppm: Deficient,1.84 ppm: Sufficient
PB/2017-18/102088162/2,07-06-2017,4.00  Acre,Irrigated(Tube well),31.671843,74.579071,8.45 : Moderately alkaline,0.28 dS/m: Normal,0.33 %: Low,-- kg/ha: ,7.34 kg/ha: Very Low,123.90 kg/ha: Low,37.93 ppm: Sufficient,1.52 ppm: Sufficient,-- ppm: ,6.38 ppm: Sufficient,0.74 ppm: Deficient,1.17 ppm: Sufficient
PB/2017-18/102088162/1,07-06-2017,1.00  Acre,Irrigated(Tube well),31.671843,74.579071,8.45 : Moderately alkaline,0.28 dS/m: Normal,0.33 %: Low,-- kg/ha: ,7.34 kg/ha: Very Low,123.90 kg/ha: Low,37.93 ppm: Sufficient,1.52 ppm: Sufficient,-- ppm: ,6.38 ppm: Sufficient,0.74 ppm: Deficient,1.17 ppm: Sufficient
PB/2017-18/102088390/1,07-06-2017,5.00  Acre,Irrigated(Tube well),31.674293,74.579356,8.60 : Strongly Alkaline,0.31 dS/m: Normal,0.37 %: Low,-- kg/ha: ,5.66 kg/ha: Very Low,98.55 kg/ha: Low,34.99 ppm: Sufficient,1.46 ppm: Sufficient,-- ppm: ,12.68 ppm: Sufficient,0.74 ppm: Deficient,2.49 ppm: Sufficient
PB/2017-18/102093313/1,07-06-2017,5.00  Acre,Irrigated(Tube well),31.674281,74.580595,8.15 : Moderately alkaline,0.11 dS/m: Normal,0.29 %: Low,-- kg/ha: ,8.75 kg/ha: Very Low,96.06 kg/ha: Low,42.10 ppm: Sufficient,2.49 ppm: Sufficient,-- ppm: ,10.26 ppm: Sufficient,1.05 ppm: Deficient,1.51 ppm: Sufficient
PB/2017-18/102093503/2,07-06-2017,4.00  Acre,Irrigated(Tube well),31.674226,74.580509,8.31 : Moderately alkaline,0.16 dS/m: Normal,0.35 %: Low,-- kg/ha: ,5.41 kg/ha: Very Low,99.25 kg/ha: Low,35.19 ppm: Sufficient,1.23 ppm: Sufficient,-- ppm: ,13.20 ppm: Sufficient,0.80 ppm: Deficient,2.66 ppm: Sufficient
PB/2017-18/102093503/1,07-06-2017,1.00  Acre,Irrigated(Tube well),31.674226,74.580509,8.31 : Moderately alkaline,0.16 dS/m: Normal,0.35 %: Low,-- kg/ha: ,5.41 kg/ha: Very Low,99.25 kg/ha: Low,35.19 ppm: Sufficient,1.23 ppm: Sufficient,-- ppm: ,13.20 ppm: Sufficient,0.80 ppm: Deficient,2.66 ppm: Sufficient
PB/2017-18/102093716/2,07-06-2017,3.00  Acre,Irrigated(Tube well),31.674226,74.583383,8.21 : Moderately alkaline,0.22 dS/m: Normal,0.34 %: Low,-- kg/ha: ,6.19 kg/ha: Very Low,107.70 kg/ha: Low,52.55 ppm: Sufficient,1.28 ppm: Sufficient,-- ppm: ,16.24 ppm: Sufficient,0.92 ppm: Deficient,3.42 ppm: Sufficient
PB/2017-18/102093716/1,07-06-2017,2.00  Acre,Irrigated(Tube well),31.674226,74.583383,8.21 : Moderately alkaline,0.22 dS/m: Normal,0.34 %: Low,-- kg/ha: ,6.19 kg/ha: Very Low,107.70 kg/ha: Low,52.55 ppm: Sufficient,1.28 ppm: Sufficient,-- ppm: ,16.24 ppm: Sufficient,0.92 ppm: Deficient,3.42 ppm: Sufficient
PB/2017-18/102093912/2,07-06-2017,3.00  Acre,Irrigated(Tube well),31.674025,74.583660,8.19 : Moderately alkaline,0.22 dS/m: Normal,0.35 %: Low,-- kg/ha: ,5.68 kg/ha: Very Low,100.20 kg/ha: Low,41.08 ppm: Sufficient,1.11 ppm: Sufficient,-- ppm: ,19.50 ppm: Sufficient,1.07 ppm: Deficient,3.12 ppm: Sufficient
PB/2017-18/102093912/1,07-06-2017,2.00  Acre,Irrigated(Tube well),31.674025,74.583660,8.19 : Moderately alkaline,0.22 dS/m: Normal,0.35 %: Low,-- kg/ha: ,5.68 kg/ha: Very Low,100.20 kg/ha: Low,41.08 ppm: Sufficient,1.11 ppm: Sufficient,-- ppm: ,19.50 ppm: Sufficient,1.07 ppm: Deficient,3.12 ppm: Sufficient
PB/2017-18/102094106/2,07-06-2017,2.00  Acre,Irrigated(Tube well),31.675310,74.585422,8.27 : Moderately alkaline,0.11 dS/m: Normal,0.46 %: Low,-- kg/ha: ,6.96 kg/ha: Very Low,96.10 kg/ha: Low,42.23 ppm: Sufficient,1.39 ppm: Sufficient,-- ppm: ,16.50 ppm: Sufficient,0.82 ppm: Deficient,2.78 ppm: Sufficient
PB/2017-18/102094106/3,07-06-2017,2.00  Acre,Irrigated(Tube well),31.675310,74.585422,8.27 : Moderately alkaline,0.11 dS/m: Normal,0.46 %: Low,-- kg/ha: ,6.96 kg/ha: Very Low,96.10 kg/ha: Low,42.23 ppm: Sufficient,1.39 ppm: Sufficient,-- ppm: ,16.50 ppm: Sufficient,0.82 ppm: Deficient,2.78 ppm: Sufficient
PB/2017-18/102094106/1,07-06-2017,1.00  Acre,Irrigated(Tube well),31.675310,74.585422,8.27 : Moderately alkaline,0.11 dS/m: Normal,0.46 %: Low,-- kg/ha: ,6.96 kg/ha: Very Low,96.10 kg/ha: Low,42.23 ppm: Sufficient,1.39 ppm: Sufficient,-- ppm: ,16.50 ppm: Sufficient,0.82 ppm: Deficient,2.78 ppm: Sufficient
PB/2017-18/102094325/2,07-06-2017,4.00  Acre,Irrigated(Tube well),31.677021,74.586003,8.34 : Moderately alkaline,0.40 dS/m: Normal,0.35 %: Low,-- kg/ha: ,2.37 kg/ha: Very Low,85.44 kg/ha: Low,35.04 ppm: Sufficient,0.80 ppm: Sufficient,-- ppm: ,5.70 ppm: Sufficient,0.44 ppm: Deficient,0.60 ppm: Sufficient
PB/2017-18/102094325/1,07-06-2017,1.00  Acre,Irrigated(Tube well),31.677021,74.586003,8.34 : Moderately alkaline,0.40 dS/m: Normal,0.35 %: Low,-- kg/ha: ,2.37 kg/ha: Very Low,85.44 kg/ha: Low,35.04 ppm: Sufficient,0.80 ppm: Sufficient,-- ppm: ,5.70 ppm: Sufficient,0.44 ppm: Deficient,0.60 ppm: Sufficient
PB/2017-18/102094546/2,07-06-2017,2.00  Acre,Irrigated(Tube well),31.678291,74.585203,8.24 : Moderately alkaline,0.21 dS/m: Normal,0.30 %: Low,-- kg/ha: ,2.89 kg/ha: Very Low,111.60 kg/ha: Low,45.79 ppm: Sufficient,1.15 ppm: Sufficient,-- ppm: ,6.62 ppm: Sufficient,0.56 ppm: Deficient,1.31 ppm: Sufficient
PB/2017-18/102094546/1,07-06-2017,3.00  Acre,Irrigated(Tube well),31.678291,74.585203,8.24 : Moderately alkaline,0.21 dS/m: Normal,0.30 %: Low,-- kg/ha: ,2.89 kg/ha: Very Low,111.60 kg/ha: Low,45.79 ppm: Sufficient,1.15 ppm: Sufficient,-- ppm: ,6.62 ppm: Sufficient,0.56 ppm: Deficient,1.31 ppm: Sufficient
PB/2017-18/102094790/2,07-06-2017,2.00  Acre,Irrigated(Tube well),31.677839,74.584756,8.36 : Moderately alkaline,0.20 dS/m: Normal,0.31 %: Low,-- kg/ha: ,5.77 kg/ha: Very Low,105.50 kg/ha: Low,31.11 ppm: Sufficient,1.17 ppm: Sufficient,-- ppm: ,9.73 ppm: Sufficient,1.10 ppm: Deficient,1.54 ppm: Sufficient
PB/2017-18/102094790/1,07-06-2017,3.00  Acre,Irrigated(Tube well),31.677839,74.584756,8.36 : Moderately alkaline,0.20 dS/m: Normal,0.31 %: Low,-- kg/ha: ,5.77 kg/ha: Very Low,105.50 kg/ha: Low,31.11 ppm: Sufficient,1.17 ppm: Sufficient,-- ppm: ,9.73 ppm: Sufficient,1.10 ppm: Deficient,1.54 ppm: Sufficient
PB/2017-18/102095056/2,07-06-2017,3.00  Acre,Irrigated(Tube well),31.678295,74.584783,8.41 : Moderately alkaline,0.26 dS/m: Normal,0.34 %: Low,-- kg/ha: ,4.93 kg/ha: Very Low,106.00 kg/ha: Low,25.31 ppm: Sufficient,1.22 ppm: Sufficient,-- ppm: ,10.46 ppm: Sufficient,1.20 ppm: Deficient,1.62 ppm: Sufficient
PB/2017-18/102095056/1,07-06-2017,2.00  Acre,Irrigated(Tube well),31.678295,74.584783,8.41 : Moderately alkaline,0.26 dS/m: Normal,0.34 %: Low,-- kg/ha: ,4.93 kg/ha: Very Low,106.00 kg/ha: Low,25.31 ppm: Sufficient,1.22 ppm: Sufficient,-- ppm: ,10.46 ppm: Sufficient,1.20 ppm: Deficient,1.62 ppm: Sufficient
PB/2017-18/102095280/2,07-06-2017,2.00  Acre,Irrigated(Tube well),31.680379,74.587036,8.29 : Moderately alkaline,0.49 dS/m: Normal,0.39 %: Low,-- kg/ha: ,5.72 kg/ha: Very Low,108.00 kg/ha: Low,21.59 ppm: Sufficient,2.56 ppm: Sufficient,-- ppm: ,10.08 ppm: Sufficient,1.40 ppm: Deficient,1.86 ppm: Sufficient
PB/2017-18/102095280/3,07-06-2017,1.00  Acre,Irrigated(Tube well),31.680379,74.587036,8.29 : Moderately alkaline,0.49 dS/m: Normal,0.39 %: Low,-- kg/ha: ,5.72 kg/ha: Very Low,108.00 kg/ha: Low,21.59 ppm: Sufficient,2.56 ppm: Sufficient,-- ppm: ,10.08 ppm: Sufficient,1.40 ppm: Deficient,1.86 ppm: Sufficient
PB/2017-18/102095280/1,07-06-2017,2.00  Acre,Irrigated(Tube well),31.680379,74.587036,8.29 : Moderately alkaline,0.49 dS/m: Normal,0.39 %: Low,-- kg/ha: ,5.72 kg/ha: Very Low,108.00 kg/ha: Low,21.59 ppm: Sufficient,2.56 ppm: Sufficient,-- ppm: ,10.08 ppm: Sufficient,1.40 ppm: Deficient,1.86 ppm: Sufficient
PB/2017-18/102095599/2,07-06-2017,3.00  Acre,Irrigated(Tube well),31.682701,74.587659,8.36 : Moderately alkaline,0.19 dS/m: Normal,0.38 %: Low,-- kg/ha: ,6.73 kg/ha: Very Low,120.00 kg/ha: Low,31.61 ppm: Sufficient,1.25 ppm: Sufficient,-- ppm: ,11.28 ppm: Sufficient,1.68 ppm: Deficient,2.21 ppm: Sufficient
PB/2017-18/102095599/1,07-06-2017,2.00  Acre,Irrigated(Tube well),31.682701,74.587659,8.36 : Moderately alkaline,0.19 dS/m: Normal,0.38 %: Low,-- kg/ha: ,6.73 kg/ha: Very Low,120.00 kg/ha: Low,31.61 ppm: Sufficient,1.25 ppm: Sufficient,-- ppm: ,11.28 ppm: Sufficient,1.68 ppm: Deficient,2.21 ppm: Sufficient
PB/2017-18/102185268/2,07-06-2017,3.00  Acre,Irrigated(Tube well),31.685675,74.589244,7.75 : Moderately alkaline,0.22 dS/m: Normal,0.35 %: Low,-- kg/ha: ,3.19 kg/ha: Very Low,103.40 kg/ha: Low,25.30 ppm: Sufficient,2.08 ppm: Sufficient,-- ppm: ,9.01 ppm: Sufficient,1.09 ppm: Deficient,1.66 ppm: Sufficient
PB/2017-18/102185268/1,07-06-2017,2.00  Acre,Irrigated(Tube well),31.685675,74.589244,7.75 : Moderately alkaline,0.22 dS/m: Normal,0.35 %: Low,-- kg/ha: ,3.19 kg/ha: Very Low,103.40 kg/ha: Low,25.30 ppm: Sufficient,2.08 ppm: Sufficient,-- ppm: ,9.01 ppm: Sufficient,1.09 ppm: Deficient,1.66 ppm: Sufficient
PB/2017-18/102185541/2,07-06-2017,3.00  Acre,Irrigated(Tube well),31.685738,74.590121,7.46 : Moderately alkaline,0.19 dS/m: Normal,0.31 %: Low,-- kg/ha: ,7.48 kg/ha: Very Low,120.20 kg/ha: Low,27.69 ppm: Sufficient,3.04 ppm: Sufficient,-- ppm: ,13.78 ppm: Sufficient,1.83 ppm: Deficient,2.88 ppm: Sufficient
PB/2017-18/102185541/1,07-06-2017,2.00  Acre,Irrigated(Tube well),31.685738,74.590121,7.46 : Moderately alkaline,0.19 dS/m: Normal,0.31 %: Low,-- kg/ha: ,7.48 kg/ha: Very Low,120.20 kg/ha: Low,27.69 ppm: Sufficient,3.04 ppm: Sufficient,-- ppm: ,13.78 ppm: Sufficient,1.83 ppm: Deficient,2.88 ppm: Sufficient
PB/2017-18/102185773/1,07-06-2017,2.00  Acre,Irrigated(Tube well),31.686603,74.590028,7.31 : Moderately alkaline,0.22 dS/m: Normal,0.39 %: Low,-- kg/ha: ,6.23 kg/ha: Very Low,115.10 kg/ha: Low,28.33 ppm: Sufficient,1.62 ppm: Sufficient,-- ppm: ,11.01 ppm: Sufficient,1.10 ppm: Deficient,1.78 ppm: Sufficient
PB/2017-18/102186023/2,07-06-2017,3.00  Acre,Irrigated(Tube well),31.686712,74.589146,7.24 : Moderately alkaline,0.50 dS/m: Normal,0.42 %: Low,-- kg/ha: ,5.88 kg/ha: Very Low,116.00 kg/ha: Low,28.50 ppm: Sufficient,1.26 ppm: Sufficient,-- ppm: ,12.72 ppm: Sufficient,1.90 ppm: Deficient,2.02 ppm: Sufficient
PB/2017-18/102186023/1,07-06-2017,2.00  Acre,Irrigated(Tube well),31.686712,74.589146,7.24 : Moderately alkaline,0.50 dS/m: Normal,0.42 %: Low,-- kg/ha: ,5.88 kg/ha: Very Low,116.00 kg/ha: Low,28.50 ppm: Sufficient,1.26 ppm: Sufficient,-- ppm: ,12.72 ppm: Sufficient,1.90 ppm: Deficient,2.02 ppm: Sufficient
PB/2017-18/102186257/2,07-06-2017,2.00  Acre,Irrigated(Tube well),31.680391,74.588976,7.56 : Moderately alkaline,0.19 dS/m: Normal,0.33 %: Low,-- kg/ha: ,7.92 kg/ha: Very Low,103.80 kg/ha: Low,30.50 ppm: Sufficient,2.28 ppm: Sufficient,-- ppm: ,16.18 ppm: Sufficient,2.55 ppm: Sufficient,2.53 ppm: Sufficient
PB/2017-18/102186257/1,07-06-2017,3.00  Acre,Irrigated(Tube well),31.680391,74.588976,7.56 : Moderately alkaline,0.19 dS/m: Normal,0.33 %: Low,-- kg/ha: ,7.92 kg/ha: Very Low,103.80 kg/ha: Low,30.50 ppm: Sufficient,2.28 ppm: Sufficient,-- ppm: ,16.18 ppm: Sufficient,2.55 ppm: Sufficient,2.53 ppm: Sufficient
PB/2017-18/102186528/2,08-06-2017,3.00  Acre,Irrigated(Tube well),31.680289,74.588976,7.11 : Moderately alkaline,0.13 dS/m: Normal,0.38 %: Low,-- kg/ha: ,6.05 kg/ha: Very Low,112.60 kg/ha: Low,24.77 ppm: Sufficient,1.93 ppm: Sufficient,-- ppm: ,10.29 ppm: Sufficient,1.24 ppm: Deficient,2.07 ppm: Sufficient
PB/2017-18/102186528/1,08-06-2017,2.00  Acre,Irrigated(Tube well),31.680289,74.588976,7.11 : Moderately alkaline,0.13 dS/m: Normal,0.38 %: Low,-- kg/ha: ,6.05 kg/ha: Very Low,112.60 kg/ha: Low,24.77 ppm: Sufficient,1.93 ppm: Sufficient,-- ppm: ,10.29 ppm: Sufficient,1.24 ppm: Deficient,2.07 ppm: Sufficient
PB/2017-18/102186719/2,08-06-2017,1.00  Acre,Irrigated(Tube well),31.667884,74.590738,7.62 : Moderately alkaline,0.45 dS/m: Normal,0.43 %: Low,-- kg/ha: ,7.27 kg/ha: Very Low,112.90 kg/ha: Low,26.18 ppm: Sufficient,2.28 ppm: Sufficient,-- ppm: ,11.26 ppm: Sufficient,1.68 ppm: Deficient,1.95 ppm: Sufficient
PB/2017-18/102186719/3,08-06-2017,1.00  Acre,Irrigated(Tube well),31.667884,74.590738,7.62 : Moderately alkaline,0.45 dS/m: Normal,0.43 %: Low,-- kg/ha: ,7.27 kg/ha: Very Low,112.90 kg/ha: Low,26.18 ppm: Sufficient,2.28 ppm: Sufficient,-- ppm: ,11.26 ppm: Sufficient,1.68 ppm: Deficient,1.95 ppm: Sufficient
PB/2017-18/102186719/4,08-06-2017,1.00  Acre,Irrigated(Tube well),31.667884,74.590738,7.62 : Moderately alkaline,0.45 dS/m: Normal,0.43 %: Low,-- kg/ha: ,7.27 kg/ha: Very Low,112.90 kg/ha: Low,26.18 ppm: Sufficient,2.28 ppm: Sufficient,-- ppm: ,11.26 ppm: Sufficient,1.68 ppm: Deficient,1.95 ppm: Sufficient
PB/2017-18/102186719/1,08-06-2017,2.00  Acre,Irrigated(Tube well),31.667884,74.590738,7.62 : Moderately alkaline,0.45 dS/m: Normal,0.43 %: Low,-- kg/ha: ,7.27 kg/ha: Very Low,112.90 kg/ha: Low,26.18 ppm: Sufficient,2.28 ppm: Sufficient,-- ppm: ,11.26 ppm: Sufficient,1.68 ppm: Deficient,1.95 ppm: Sufficient
PB/2017-18/102187032/2,08-06-2017,4.00  Acre,Irrigated(Tube well),31.679966,74.589988,7.11 : Moderately alkaline,0.16 dS/m: Normal,0.30 %: Low,-- kg/ha: ,6.76 kg/ha: Very Low,86.96 kg/ha: Low,25.84 ppm: Sufficient,1.10 ppm: Sufficient,-- ppm: ,12.61 ppm: Sufficient,1.32 ppm: Deficient,1.49 ppm: Sufficient
PB/2017-18/102187032/1,08-06-2017,1.00  Acre,Irrigated(Tube well),31.679966,74.589988,7.11 : Moderately alkaline,0.16 dS/m: Normal,0.30 %: Low,-- kg/ha: ,6.76 kg/ha: Very Low,86.96 kg/ha: Low,25.84 ppm: Sufficient,1.10 ppm: Sufficient,-- ppm: ,12.61 ppm: Sufficient,1.32 ppm: Deficient,1.49 ppm: Sufficient
PB/2017-18/102262080/2,08-06-2017,3.00  Acre,Irrigated(Tube well),31.680853,74.590161,7.36 : Moderately alkaline,0.13 dS/m: Normal,0.41 %: Low,-- kg/ha: ,6.18 kg/ha: Very Low,100.90 kg/ha: Low,28.71 ppm: Sufficient,1.14 ppm: Sufficient,-- ppm: ,9.04 ppm: Sufficient,1.38 ppm: Deficient,1.40 ppm: Sufficient
PB/2017-18/102262080/1,08-06-2017,2.00  Acre,Irrigated(Tube well),31.680853,74.590161,7.36 : Moderately alkaline,0.13 dS/m: Normal,0.41 %: Low,-- kg/ha: ,6.18 kg/ha: Very Low,100.90 kg/ha: Low,28.71 ppm: Sufficient,1.14 ppm: Sufficient,-- ppm: ,9.04 ppm: Sufficient,1.38 ppm: Deficient,1.40 ppm: Sufficient
PB/2017-18/102262224/2,08-06-2017,2.00  Acre,Irrigated(Tube well),31.681713,74.597617,7.20 : Moderately alkaline,0.22 dS/m: Normal,0.32 %: Low,-- kg/ha: ,6.98 kg/ha: Very Low,104.40 kg/ha: Low,35.38 ppm: Sufficient,1.32 ppm: Sufficient,-- ppm: ,11.74 ppm: Sufficient,1.08 ppm: Deficient,1.92 ppm: Sufficient
PB/2017-18/102262224/1,08-06-2017,3.00  Acre,Irrigated(Tube well),31.681713,74.597617,7.20 : Moderately alkaline,0.22 dS/m: Normal,0.32 %: Low,-- kg/ha: ,6.98 kg/ha: Very Low,104.40 kg/ha: Low,35.38 ppm: Sufficient,1.32 ppm: Sufficient,-- ppm: ,11.74 ppm: Sufficient,1.08 ppm: Deficient,1.92 ppm: Sufficient
PB/2017-18/102262347/1,08-06-2017,5.00  Acre,Irrigated(Tube well),31.682454,74.597712,7.26 : Moderately alkaline,0.20 dS/m: Normal,0.41 %: Low,-- kg/ha: ,9.62 kg/ha: Very Low,104.20 kg/ha: Low,52.35 ppm: Sufficient,1.90 ppm: Sufficient,-- ppm: ,12.80 ppm: Sufficient,0.90 ppm: Deficient,2.10 ppm: Sufficient
PB/2017-18/102262665/2,08-06-2017,4.00  Acre,Irrigated(Tube well),31.681541,74.599270,8.91 : Strongly Alkaline,0.16 dS/m: Normal,0.30 %: Low,-- kg/ha: ,6.83 kg/ha: Very Low,92.78 kg/ha: Low,25.36 ppm: Sufficient,1.51 ppm: Sufficient,-- ppm: ,14.19 ppm: Sufficient,1.50 ppm: Deficient,1.73 ppm: Sufficient
PB/2017-18/102262665/1,08-06-2017,1.00  Acre,Irrigated(Tube well),31.681541,74.599270,8.91 : Strongly Alkaline,0.16 dS/m: Normal,0.30 %: Low,-- kg/ha: ,6.83 kg/ha: Very Low,92.78 kg/ha: Low,25.36 ppm: Sufficient,1.51 ppm: Sufficient,-- ppm: ,14.19 ppm: Sufficient,1.50 ppm: Deficient,1.73 ppm: Sufficient
PB/2017-18/102262785/1,08-06-2017,5.00  Acre,Irrigated(Tube well),31.682517,74.599503,8.36 : Moderately alkaline,0.46 dS/m: Normal,0.44 %: Low,-- kg/ha: ,5.02 kg/ha: Very Low,77.89 kg/ha: Low,27.91 ppm: Sufficient,0.91 ppm: Sufficient,-- ppm: ,10.65 ppm: Sufficient,1.42 ppm: Deficient,1.10 ppm: Sufficient
PB/2017-18/102262894/2,08-06-2017,,Irrigated(Tube well),31.680044,74.597939,8.11 : Moderately alkaline,0.15 dS/m: Normal,0.40 %: Low,-- kg/ha: ,6.51 kg/ha: Very Low,92.29 kg/ha: Low,25.81 ppm: Sufficient,1.20 ppm: Sufficient,-- ppm: ,12.45 ppm: Sufficient,1.61 ppm: Deficient,1.89 ppm: Sufficient
PB/2017-18/102262894/3,08-06-2017,1.00  Acre,Irrigated(Tube well),31.680044,74.597939,8.11 : Moderately alkaline,0.15 dS/m: Normal,0.40 %: Low,-- kg/ha: ,6.51 kg/ha: Very Low,92.29 kg/ha: Low,25.81 ppm: Sufficient,1.20 ppm: Sufficient,-- ppm: ,12.45 ppm: Sufficient,1.61 ppm: Deficient,1.89 ppm: Sufficient
PB/2017-18/102262894/1,08-06-2017,1.00  Acre,Irrigated(Tube well),31.680044,74.597939,8.11 : Moderately alkaline,0.15 dS/m: Normal,0.40 %: Low,-- kg/ha: ,6.51 kg/ha: Very Low,92.29 kg/ha: Low,25.81 ppm: Sufficient,1.20 ppm: Sufficient,-- ppm: ,12.45 ppm: Sufficient,1.61 ppm: Deficient,1.89 ppm: Sufficient
PB/2017-18/102263049/1,08-06-2017,5.00  Acre,Irrigated(Tube well),31.680934,74.595641,8.30 : Moderately alkaline,0.46 dS/m: Normal,0.41 %: Low,-- kg/ha: ,7.00 kg/ha: Very Low,100.80 kg/ha: Low,26.92 ppm: Sufficient,1.32 ppm: Sufficient,-- ppm: ,12.21 ppm: Sufficient,1.50 ppm: Deficient,1.71 ppm: Sufficient
PB/2017-18/102263165/2,08-06-2017,2.00  Acre,Irrigated(Tube well),31.680747,74.593819,8.56 : ,0.40 dS/m: Normal,0.45 %: Low,-- kg/ha: ,7.22 kg/ha: Very Low,97.06 kg/ha: Low,25.01 ppm: Sufficient,1.27 ppm: Sufficient,-- ppm: ,13.16 ppm: Sufficient,1.46 ppm: Deficient,1.92 ppm: Sufficient
PB/2017-18/102263165/3,08-06-2017,0.50  Acre,Irrigated(Tube well),31.680747,74.593819,8.56 : ,0.40 dS/m: Normal,0.45 %: Low,-- kg/ha: ,7.22 kg/ha: Very Low,97.06 kg/ha: Low,25.01 ppm: Sufficient,1.27 ppm: Sufficient,-- ppm: ,13.16 ppm: Sufficient,1.46 ppm: Deficient,1.92 ppm: Sufficient
PB/2017-18/102263165/4,08-06-2017,0.50  Acre,Irrigated(Tube well),31.680747,74.593819,8.56 : ,0.40 dS/m: Normal,0.45 %: Low,-- kg/ha: ,7.22 kg/ha: Very Low,97.06 kg/ha: Low,25.01 ppm: Sufficient,1.27 ppm: Sufficient,-- ppm: ,13.16 ppm: Sufficient,1.46 ppm: Deficient,1.92 ppm: Sufficient
PB/2017-18/102263165/1,08-06-2017,2.00  Acre,Irrigated(Tube well),31.680747,74.593819,8.56 : ,0.40 dS/m: Normal,0.45 %: Low,-- kg/ha: ,7.22 kg/ha: Very Low,97.06 kg/ha: Low,25.01 ppm: Sufficient,1.27 ppm: Sufficient,-- ppm: ,13.16 ppm: Sufficient,1.46 ppm: Deficient,1.92 ppm: Sufficient
PB/2017-18/102263371/2,08-06-2017,4.00  Acre,Irrigated(Tube well),31.679730,74.594919,8.11 : Moderately alkaline,0.15 dS/m: Normal,0.41 %: Low,-- kg/ha: ,6.72 kg/ha: Very Low,109.90 kg/ha: Low,29.50 ppm: Sufficient,1.40 ppm: Sufficient,-- ppm: ,12.81 ppm: Sufficient,1.45 ppm: Deficient,2.24 ppm: Sufficient
PB/2017-18/102263371/1,08-06-2017,1.00  Acre,Irrigated(Tube well),31.679730,74.594919,8.11 : Moderately alkaline,0.15 dS/m: Normal,0.41 %: Low,-- kg/ha: ,6.72 kg/ha: Very Low,109.90 kg/ha: Low,29.50 ppm: Sufficient,1.40 ppm: Sufficient,-- ppm: ,12.81 ppm: Sufficient,1.45 ppm: Deficient,2.24 ppm: Sufficient
