Season,Sector,Category,Crop,QueryType,Query,Answer,State,District,Block,DateTime
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control sundi in moong ? spray of monocrotophosh @ 200 ml in 200 liter of water/acre .,HOW TO CONTROL SUNDI IN MOONG ? SPRAY OF MONOCROTOPHOSH @ 200 ML IN 200 LITER OF WATER/ACRE .,HARYANA,SIRSA,DABWALI,2015-08-24 06:37:24.653
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to weather in sirsa?,weather in sirsa?   Some clouds some chance of rain fall today.,HARYANA,SIRSA,NATHUSARI CHOPTA,2015-08-24 08:52:45.500
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control thirips in cotton crop ?,How to control thirips in cotton crop ?spray of Quinalphos @ 600 ml in 200 liter water/acer .,HARYANA,SIRSA,DABWALI,2015-08-24 10:16:37.647
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,.information regarding for control of white fly and thrips in cotton ?,spray of 200 ml oburon + 300 ml nimicedene + 100 gm pride in 200 litre of water/acre.,HARYANA,SIRSA,DABWALI,2015-08-24 14:32:21.050
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control weeds in cotton?,Spray 800 ml. traiflon in 150 lt. of water per acre.,HARYANA,SIRSA,SIRSA,2015-08-24 16:28:26.903
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control aphids / white fly in cotton ?,"crop-spray 1 liter nimbisideen ,350 ml rogor ,200 liter water per acre .",HARYANA,SIRSA,SIRSA,2015-08-24 18:38:50.490
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control maraudiya of cotton ?,"SPRAY OF COC 600G,200LIT. OF WATER PER ACRE.",HARYANA,SIRSA,SIRSA,2015-08-24 20:42:57.647
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control white thrips in cotton crops?,how to control white thrips in cotton crops?spray500 ml trijophos +1 litre  nimbisidin in 200 lit in water / acre,HARYANA,SIRSA,SIRSA,2015-08-26 11:05:49.770
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to weather in sirsa ?,Some clouds  chance of rain fall today.,HARYANA,SIRSA,ELLENABAD,2015-08-26 14:10:24.813
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control fungal disease in gwar?,Spray of streptocyclin 30 Gm + 200 gm coperoxicloride in 200 lt. of water per acre.,HARYANA,SIRSA,ELLENABAD,2015-08-26 15:36:16.167
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to white fly in cotton crop ?,"control are:-spray-daimethoeat(rogor)30ec @250-300ml or oxideemeton(metasistox)25ec @400ml  or eemidakloroprid(konfidor)@100 ml or thyaameethoxaam(ektara)@50gram in 120-150 leetr water per acer,",HARYANA,SIRSA,DABWALI,2015-08-26 17:44:43.343
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of aphid and trips in cotton?,spray Oberon @ 200 ml + nimbicidin @ 1000 ml in 200 liter water per acre.,HARYANA,SIRSA,ODHAN,2015-08-26 17:54:21.050
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control disese in kapas ?,Information regarding how to control disese in KAPAS ?Spray 12 gm. Streptocyclin + 200 GRAM. COPEROXICLORAIDE in 200 lt. of water per acre.,HARYANA,SIRSA,RANIA,2015-08-27 06:42:58.480
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to fruit and flawer droping in cotten crop ?,sapray of 50 ml. pilanof ixs 150 liter in water / acer,HARYANA,SIRSA,ODHAN,2015-08-27 07:11:48.903
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control flower droping in cotton crops?,"Control;-Spray-Potesium Naitreat@2 kilo in 200 liter water solution per acer,",HARYANA,SIRSA,DABWALI,2015-08-27 15:29:31.263
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control fungal disease in paddy crops?,"Information regarding how to control fungal disease in paddy crops?control:-spray-Luster@350 ml in 200 liter water per acer,",HARYANA,SIRSA,SIRSA,2015-08-28 07:29:25.463
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding extra groth in cottoncrops? brodcast green,"Information regarding extra groth in COTTONcrops? Brodcast Green vita@10 kilo in 100 LITTER WATER per acer ,",HARYANA,SIRSA,SIRSA,2015-08-28 11:32:34.500
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control of malformation in cotton ?,SPRAY OF ZINC 500 GM + 2.5 KG UREA IN 100 LITER WATER PER ACRE .,HARYANA,SIRSA,DABWALI,2015-08-28 16:18:04.123
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to weather in sirsa ?,weather in sirsa ? Some clouds and chance of rain fall today .,HARYANA,SIRSA,DABWALI,2015-08-28 16:58:44.787
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control funagl disease in paddy ?,HOW TO CONTROL FUNAGL DISEASE IN PADDY ?  HOW TO CONTROL FUNJAL DISEASE IN PADDY ? SPRAY OF CARVENDAJIM (BABASTIN)500 GM IN 200 LITER WATER/ACRE .,HARYANA,SIRSA,DABWALI,2015-08-29 15:56:29.767
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control thrips in cotton crops?spray of bufrrofenzin @ 400 ml + 1 litre nimicidin in 200 litre of water/acre.,how to control thrips in cotton crops?spray of bufrrofenzin @ 400 ml + 1 litre nimicidin in 200 litre of water/acre.,HARYANA,SIRSA,SIRSA,2015-08-29 17:03:22.667
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of leaf drops in cotton ?,spray of n:p:k(13:00:45) @ 1.5 kg in 120 litre of water/acre.,HARYANA,SIRSA,SIRSA,2015-08-29 17:34:40.577
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control fungal dieases in cotton crop- .,"spray 500 gram bavasten ,200 liter water per acre",HARYANA,SIRSA,RANIA,2015-08-30 18:22:44.880
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,improved grouth in cotton ? answer:-spray_2.5 kg urea + 500 gm zink in 100 litre water / acre.,improved grouth in COTTON ? answer:-spray_2.5 kg urea + 500 gm zink in 100 litre water / acre.,HARYANA,SIRSA,SIRSA,2015-08-31 08:12:22.933
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control fangle disease in cotton,information regarding how to control fangle disease in cotton crop? spray 8 gm streptocyclin + 800 gm C.O C.in 200 lit water / acre.,HARYANA,SIRSA,ELLENABAD,2015-08-31 11:22:41.350
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control sucking pests in cotton?.,"spray 100 ml confidor ,200  liter water / acre",HARYANA,SIRSA,RANIA,2015-08-31 13:35:47.207
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control fungal diseases in cottan?,Spray-6gm. streptocyclin  + 600 gm. copper oxychloride  in 200 liter water per acre.,HARYANA,SIRSA,DABWALI,2015-08-31 13:47:52.000
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,weather of sirsa ?,WEATHER BOF SIRSA ARE :- SOME CLOUD AND NO CHANCE OF RAINFALL TRODAY .,HARYANA,SIRSA,SIRSA,2015-08-31 14:10:44.330
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding to weather in sirsa?,Some clouds no chance of rain fall today.,HARYANA,SIRSA,SIRSA,2015-08-31 19:00:12.880
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"how to control whitefly, thrips  in cotton crops?","How to control whitefly, thrips  in cotton crops?spray :-200 ml oberon+50 gram actara+500 ml nimisden in 200 liter water /acre.",HARYANA,SIRSA,RANIA,2015-08-31 19:43:43.903
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sundi control in bajra ?,400 ml melathion 50 EC or 250 ml monocrotophos 36 SL or 500 ml quinalphos 25 EC in 250 liter water /acre .,HARYANA,SIRSA,BARAGUDHA,2016-08-01 07:31:12.430
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"information regarding control, of thrips in cotton ?",spray of buffrofenzin @ 400 ml in 200 litre of water/acre.,HARYANA,SIRSA,ELLENABAD,2016-08-02 06:19:06.420
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"information regarding control of thrips , aphids & white fly in cotton ?",spray of ulala @  80 gm in 150 litre of water/acre.,HARYANA,SIRSA,ODHAN,2016-08-02 07:51:37.697
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of thrips and white fly in cotton ?,spray of 80 ml ulala in 150 litre of water/acre.,HARYANA,SIRSA,NATHUSARI CHOPTA,2016-08-02 19:09:57.287
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding weather in sirsa ?,Some clouds and chance of rain fall today.,HARYANA,SIRSA,NATHUSARI CHOPTA,2016-08-03 18:02:17.780
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"how to control white fly,trips in cotton",Spray-Oberon@ 200 ml+500 ml nimisidin in 200 liter water per acre.,HARYANA,SIRSA,RANIA,2016-08-04 12:32:10.270
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control leaf carl in cotton crops?spray500 ml trijophos +500ml nimbisidin in 200 lit in water / acre,How to control leaf carl in cotton crops?spray500 ml trijophos +500ml nimbisidin in 200 lit in water / acre,HARYANA,SIRSA,SIRSA,2016-08-04 14:50:29.820
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"control white fly,trips in cotton?",Spray-Oberon@ 200 ml+50 gram actara+500 ml nimisidin in 200 liter water per acre.,HARYANA,SIRSA,RANIA,2016-08-04 15:36:36.147
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of parawilt in cotton ?,spray of cobalt chloride @ 2gm in 100 litre of water/acre.,HARYANA,SIRSA,SIRSA,2016-08-04 20:07:35.493
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,ow to control leaf carl in cotton crops?,ow to control leaf carl in cotton crops?spray :-200ml-350ml rogor in 150-200 lit water /acre.,HARYANA,SIRSA,SIRSA,2016-08-05 15:32:51.433
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"how to control white fly,trips in cotton?    8445040040","How to control white fly,trips in cotton?Spray-Oberon@ 200 ml+50 gram actara+500 ml nimisidin in 200 liter water per acre.",HARYANA,SIRSA,RANIA,2016-08-06 07:09:18.100
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding weather in sirsa?,Some clouds and chance of rain fall today.,HARYANA,SIRSA,RANIA,2016-08-06 13:04:54.513
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control aphids in cotton?,Spray 80 gm Ulala in 100 lt. of water per acre.,HARYANA,SIRSA,ODHAN,2016-08-06 15:52:52.847
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of aphids in cotton ?,spray of confidor @ 40 ml in 150 litre of water/acre.,HARYANA,SIRSA,SIRSA,2016-08-08 17:09:05.993
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding disease control in sugarcane ?,DISEASE CONTROL IN SUGARCANE --SPRAY 800 GM BAVASTIN IN 250 LITER WATER /ACRE.,HARYANA,SIRSA,SIRSA,2016-08-09 12:07:37.940
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regardingh how to control fangle disease in cotton,stereptocyclien@6-8 gram+coc coper oxi cloried)@600-800 gram in 150-200 leetr water per acer.,HARYANA,SIRSA,BARAGUDHA,2016-08-11 14:18:17.103
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,thrips control in cotton crop ?,Ulala 80 gm. per 100 liter water for one acre crop.,HARYANA,SIRSA,RANIA,2016-08-12 07:50:48.193
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control of thrips in paddy crops ?,control of thrips in paddy crops ? sapray of 350 ml rogor + 500 ml nimbisidin in 200 liter water acre,HARYANA,SIRSA,ELLENABAD,2016-08-13 08:11:44.837
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,control of fruit borer  in cotten  crop?,control of fruit borer  in cotten  crop?spray 75 gm spynoshed in 120  liter water /acre.,HARYANA,SIRSA,SIRSA,2016-08-13 11:32:47.053
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control white fly/thrips  in cotton crop ? .,spray of tryzophos @ 500-600 ml + nimbisidin @ 300 ml mixed in 200 litre of water/acre,HARYANA,SIRSA,ODHAN,2016-08-14 09:30:49.443
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding improved grouth in cotten .?,improved grouth in cotten  ? answer:-spray_2.5 kg urea + 500 gm zink in 100 litre water / acre.,HARYANA,SIRSA,RANIA,2016-08-15 19:16:18.593
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"information regarding whitefly, aphid and thrips in cotton ?","Information regarding whitefly, aphid and thrips in cotton ?Spray 80g Ulala in 150liter water/acre.",HARYANA,SIRSA,ODHAN,2016-08-16 14:40:24.780
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"how to control white fly,trips in cotton ?","How to control white fly,trips in cotton ?Spray-Oberon@ 200 ml+50 gram actara+500 ml nimisidin in 200 liter water per acre.",HARYANA,SIRSA,ELLENABAD,2016-08-17 06:51:34.207
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of mirids in cotton ?,spray of bufferenzin @ 400 ml in 200 litre of water/acre.,HARYANA,SIRSA,DABWALI,2016-08-17 14:32:33.640
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding about white fly in cotton ?,sprey Ulala @80 gm in 150 litter of water,HARYANA,SIRSA,DABWALI,2016-08-19 16:03:44.557
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of termite in cotton ?,give dose of 1 litre chloropyriphos + 25 kg of soil/acre.,HARYANA,SIRSA,SIRSA,2016-08-19 16:40:35.350
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of pink bollworm in cotton ?,spray of avant @ 200 ml in 200 litre of water/acre.,HARYANA,SIRSA,DABWALI,2016-08-20 09:43:11.833
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"information  regarding whitefly , trips in cotton?","Information  regarding Whitefly , trips in cotton?80g Ulala in 150liter Water/acre.",HARYANA,SIRSA,RANIA,2016-08-21 07:51:55.030
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sundi control in cotton. ?,sundi control in cotton. ?400 ml melathion 50 EC or 250 ml monocrotophos 36 SL or 500 ml quinalphos 25 EC in 250 liter water /acr,HARYANA,SIRSA,NATHUSARI CHOPTA,2016-08-21 13:22:55.690
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sundi control in cotton. ?,SUNDI CONTROL IN cotton. ?SPRAY 500 ML QUINALPHOS 25 EC OR 250 ML MONOCROTOPHOS36 SL IN 250 LITER WATER.,HARYANA,SIRSA,NATHUSARI CHOPTA,2016-08-22 08:18:09.800
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding weather in sirsa.?,Information regarding weather in sirsa.?Some clouds and chance of rain fall today.,HARYANA,SIRSA,DABWALI,2016-08-22 16:15:45.650
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding weather in sirsa?,Some clouds and chance of rain fall today.,HARYANA,SIRSA,NATHUSARI CHOPTA,2016-08-23 07:53:01.517
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control of sundi in cotten crop ?,control of sundi in cotten crop ? sapray of 800ml.linden in 200 liter water / acre .,HARYANA,SIRSA,DABWALI,2016-08-23 11:18:12.177
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of pink ball worm in cotton ?,spray of tracer @ 75 gm in 120 litre of water/acre.,HARYANA,SIRSA,NATHUSARI CHOPTA,2016-08-23 14:39:20.613
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"how to control white fly,thrips in cotton?",spray500 ml trijophos +500ml nimbisidin in 200 lit in water / acre,HARYANA,SIRSA,SIRSA,2016-08-23 15:17:15.220
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sundi control in cotten ?,SPRAY 500 ML QUINALPHOS 25 EC OR 250 ML MONOCROTOPHOS36 SL IN 250 LITER WATER. YA 40 gram  fem in 150liter warer,HARYANA,SIRSA,SIRSA,2016-08-23 16:36:41.253
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"how to control white fly,trips in cotton?.",Spray-Oberon@ 200 ml+50 gram actara+500 ml nimisidin in 200 liter water per acre,HARYANA,SIRSA,DABWALI,2016-08-24 11:16:36.870
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to improved   flower and fruit  in cotton crop ?,How to improved   flower and fruit  in cotton crop ?spray 250 ml biobeeta  mixed in 100 liter water  / ecd,HARYANA,SIRSA,SIRSA,2016-08-24 17:16:12.203
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sundi control in cotton. ?,SUNDI CONTROL IN COTTON. ?SPRAY 500 ML QUINALPHOS 25 EC OR 250 ML MONOCROTOPHOS36 SL IN 250 LITER WATER.,HARYANA,SIRSA,NATHUSARI CHOPTA,2016-08-25 10:14:47.840
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of caterpillar and growth of cotton ?,"spray of n:p:k(13:00:45) @ 2 kg , avaunt 200 ml in 200 liter of water/acre.",HARYANA,SIRSA,RANIA,2016-08-25 14:54:53.033
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control sundi  in cotton crop ?,spray 500 ml qwenolphos or monocrtophos  mixed in 200 liter water / ecd,HARYANA,SIRSA,SIRSA,2016-08-26 14:27:56.403
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sundi control in cotton ?spray 500 ml quinalphos 25 ec or 250 ml monocrotophos36 sl in 250 liter water.,SUNDI CONTROL IN COTTON ?SPRAY 500 ML QUINALPHOS 25 EC OR 250 ML MONOCROTOPHOS36 SL IN 250 LITER WATER.,HARYANA,SIRSA,SIRSA,2016-08-27 12:55:44.230
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding how to control caterpillar  in cotton crop ?,how to control caterpillar  in cotton crop ?SPRAY 500 ML QUINALPHOS 25 EC OR 250 ML MONOCROTOPHOS36 SL IN 250 LITER WATER.,HARYANA,SIRSA,SIRSA,2016-08-27 13:03:51.637
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,control of insect pest in fruit crop ?,500 ml melathion 50 EC or rogor 30 EC or monocrotophos 36 WS or quinalphos 25 EC or metasystox 25 EC in 500 liter water / acre .,HARYANA,SIRSA,DABWALI,2016-08-27 13:29:26.677
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"how to control white fly,trips and aphid in cotton?","How to control white fly,trips and aphid in cotton?Spray- 80g Ulala in 150liter water/ acre .",HARYANA,SIRSA,BARAGUDHA,2016-08-28 07:27:38.747
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sundi control in paddy  ?,SUNDI CONTROL IN PADDY  ?SPRAY 500 ML QUINALPHOS 25 EC OR 250 ML MONOCROTOPHOS36 SL IN 250 LITER WATER.,HARYANA,SIRSA,NATHUSARI CHOPTA,2016-08-28 11:26:51.240
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of pink boll worm in cotton ?,spray of avant @ 200 ml in 200 litre of water/acre.,HARYANA,SIRSA,SIRSA,2016-08-29 15:06:50.383
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,information regarding control of bollworm in cotton ?,spray of avant @ 200 ml in 200 litre of water/acre.,HARYANA,SIRSA,ELLENABAD,2016-08-30 16:48:15.243
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,nformation regarding how to control fangle disease in gaur crop?,control fangle disease inguar :-spray 30gm streptocyclin+200 gm C.O C.in 200 lit water / acre.,HARYANA,SIRSA,RANIA,2016-08-30 19:43:23.780
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,i information regardingh how to control fangle disease in cotton ?,control are:-spray-stereptocyclien@6-8 gram+coc coper oxi cloried)@600-800 gram in 150-200 leetr water per acer.,HARYANA,SIRSA,NATHUSARI CHOPTA,2016-08-31 11:53:50.053
